Symbol,Name,Profile,Website,Fund Type,Inception Date,Currency
SUNPDAA:PM,Sun Life Prosperity Dollar Advantage Fund Inc,"Sun Life Prosperity Dollar Advantage Fund Inc is an open-end mutual fund established in the Philippines.  The Fund's objective is to generate long term returns consisting of current income and capital growth in USD. The Fund invests in fixed income issue by the Philippines, United States and other foreign government and corporations, common stocks and related securities.",www.sunlife.com.ph,Open-End Fund,2002-08-07,USD
BPIPHID:PM,Philippine Stock Index Fund,Philippine Stock Index Fund is a mutual fund incorporated in the Philippines. The Fund's objective is to provide investment returns that closely correspond to the performance of the Philippine Stock Exchange Index (PSEi). The Fund invests substantially in a basket of stocks included in the index.,www.bpiexpressonline.com,Open-End Fund,2002-12-27,PHP
MCUSSEC:PM,MC USD Secure Fund,Manulife Chinabank US Dollar Secure Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund seeks to achieve long-term capital appreciation. The Fund invests in USD denominated sovereign and corporate debt securities and/or pooled funds that invest in these securities and other liquid instruments.,,Open-End Fund,2009-04-14,USD
PHILPSE:PM,Philequity PSE Index Fund Inc,Philequity PSE Index Fund is an open-end mutual fund incorporated in the Philippines. The Fund's objective is to generate income and achieve short-term capital appreciation by matching the PSE benchmark Index. The Fund invests in the Index stocks.,www.philequity.net,Open-End Fund,2007-01-18,PHP
BDOTFEF:PM,BDO Focused Equity Fund,BDO Focused Equity Fund is an open-end unit trust incorporated in the Philippines. The Fund aims to achieve long-term capital growth. The Fund invests in equity securities with appealing corporate performance and positive market sentiment.,www.bdo.com.ph,Unit Trust,2013-10-18,PHP
BDOPMMF:PM,BDO Peso Money Market Fund,BDO Peso Money Market Fund is an open-end unit trust established in the Philippines. The Fund aims to preserve capital and generate income from low-risk fixed income investments with an average life of not more than 1 year. The Fund is suitable for individual and corporate investors with moderate risk appetite. The Fund invests in bank deposits and fixed income securities.,www.bdo.com.ph,NA,2005-04-01,PHP
SNCPRBF:PM,Sun Life Prosperity Bond Fund Inc,Sun Life Prosperity Bond Fund Inc is an open-end mutual fund registered in the Philippines. The Fund is designed to provide regular interest income and principal preservation through investments in government and high quality corporate debt securities aggregating below average risk.,www.sunlife.com.ph,Open-End Fund,2000-04-05,PHP
SLGVUGO:PM,Sun Life Grepa Global Opportunity Fund,"Sun Life Financial Global Opportunity Fund is an open-end variable universal life insurance (VUL) fund registered in the Philippines. The Fund invests in USD denominated mutual funds, exchange-traded funds, and similar securities.",,Open-End Fund,2015-02-10,USD
MCPHPWR:PM,Manulife Chinabank Powerhouse Fund,Manulife Chinabank Powerhouse Fund is an open-end variable universal life (VUL) fund registered in the Philippines. The Fund aims to achieve long-term capital appreciation by investing in a concentrated portfolio of companies with significant economic exposure to or derive a significant portion of earnings from the Philippines.,,Open-End Fund,2017-02-16,PHP
SBUSEFF:PM,SB US Equity Feeder Fund,"SB US Equity Feeder Fund is an open-end fund incorporated in the Philippines. The Fund's objective is to achieve income growth and investment returns that closely track the total return of the MS INVF US Advantage Target Fund. The Fund invests primarily in Units or shares of a foreign collective investment scheme (""Target Fund"").",www.securitybank.com.ph,Unit Trust,2017-01-29,USD
BPIDBIX:PM,BPI Philippine Dollar Bond Index Bond Fund,"BPI Philippine Dollar Bond Index Bond Fund is an open-end unit trust incorporated in the Philippines. The Fund intends to achieve for its Participants investment returns that closely track the returns of a US Dollar-denominated index that is primarily invested in Philippine sovereign and corporate risk, before fees and taxes.",www.bpiexpressonline.com,Unit Trust,2006-12-31,USD
SLWVOYA:PM,Sun Life Prosperity World Voyager Fund Inc,Sun Life Prosperity World Voyager Fund Inc is an open-end mutual fund registered in the Philippines. The Fund aims to generate long-term capital appreciation through diversified investments in equity and equity-linked securities issued by corporations domiciled in developed and emerging markets.,www.sunlife.com.ph,Open-End Fund,2016-05-05,USD
NMFTPHP:PM,NCM Mutual Fund of the Phils Inc,NCM Mutual Fund of the Phils Inc is an open-end mutual fund incorporated in the Philippines. The Fund's objective is capital growth with returns and inflows derived out of investments in both equity and fixed-income securities. The Fund invests will invest in equities of companies listed in the primary and secondary boards of the PSE and in domestic fixed-income instruments.,www.bdo.com.ph,Open-End Fund,2009-07-22,PHP
GSISMUT:PM,PAMI Horizon Fund Inc,"PAMI Horizon Fund Inc is an open-end mutual fund registered in the Philippines. The Fund seeks growth and income. The Fund will invest in both equity and fixed-income securities of both domestic and foreign companies. The Fund will also invest in corporate fixed-income securities such as but not restricted to commercial papers, notes, bonds, and non-convertibles shares.",www.philamfunds.com,Open-End Fund,1998-06-18,PHP
